lyrics_string,genre_class
"Tryna hide from the cameras, I ain't going outside today\nCouldn't find Hi-Tec, so I'm drinking on Act today\nI'ma pull up in style, we gon do a drive by in the wraith\nI'ma take it to trial, pray to Lord I beat the case\n\nThat money be callin' I don't do no\ntalkin' so get the fuck outta my face\nGotta tech and a chopper,\nwith a hundred thousand dollars up in the wraith\nYou know I ain't slippin' you know that I'm\n...\n\n\n",C18
"(Do you believe?) Walk on water\n\nCan you even see what you're fighting for?\nBloodlust and a holy war\nListen up, hear the patriots shout:\nTimes are changing\nIn the end, the choice was clear\nTake a shot in the face of fear\nFist up in the fiery light\nTimes are changing\n\nDo you believe that you can walk on water?\nDo you believe that you can win this fight tonight?\n(Do you believe?)\n\nLook at the sky, see a dying star\n...\n\n\n",C20
"You're broken down and tired\nOf living life on a merry go round\nAnd you can't find the fighter\nBut I see it in you so we gonna walk it out\nAnd move mountains\nWe gonna walk it out\nAnd move mountains\n\nAnd I'll rise up\nI'll rise like the day\nI'll rise up\nI'll rise unafraid\nI'll rise up\nAnd I'll do it a thousand times again\nAnd I'll rise up\nHigh like the waves\nI'll rise up\nIn spite of the ache\nI'll rise up\nAnd I'll do it a thousands times again\nFor you\nFor you\nFor you\nFor you\n...\n\n\n",C15
"When I was six years old, I broke my leg\nI was running from my brother and his friends\nAnd tasted the sweet perfume of the mountain grass I rolled down\nI was younger then, take me back to when I\n\nFound my heart and broke it here\nMade friends and lost them through the years\nAnd I've not seen the roaring fields in so long\nI know I've grown, but I can't wait to go home\n\nI'm on my way\nDriving at 90 down those country lanes\nSinging to Tiny Dancer\nAnd I miss the way you make me feel, and it's real\nWhen we watched the sunset over the castle on the hill\n\nFifteen years old and smoking hand-rolled cigarettes\n...\n\n\n",C14
"I met you in the dark\nYou lit me up\nYou made me feel as though\nI was enough\nWe danced the night away\nWe drank too much\nI held your hair back when\nYou were throwing up\n\nThen you smiled over your shoulder\nFor a minute, I was stone cold sober\nI pulled you closer to my chest\nAnd you asked me to stay over\nI said, I already told ya\nI think that you should get some rest\n\nI knew I loved you then\nBut you'd never know\nCause I played it cool\nWhen I was scared of letting go\nI know I needed you\nBut I never showed\nBut I wanna stay with you\n...\n\n\n",C14
"I can see you over there\nStarring at your drink\nWatchin' that ice sink\nAll alone tonight\n\nAnd chances are\nYou're sittin' here in this bar\n‘Cause he ain't gonna treat you right\nWell, it's probably not my place\nBut I'm gonna say it anyway\n‘Cause you look like\nYou haven't felt the fire\nHad a little fun\nHadn't had a smile in a little while\nBaby\n\nBlue looks good on the sky\nLooks good on that neon buzzin' on the wall\nBut darling, it don't match your eyes\nI'm tellin' you\n...\n\n\n",C6
"Say your prayers, little one\nDon't forget, my son\nTo include everyone\n\nI tuck you in, warm within\nKeep you free from sin\nTill the sandman he comes\n\nSleep with one eye open\nGripping your pillow tight\n\nExit: light\nEnter: night\nTake my hand\nWe're off to never never land\n\nSomething's wrong, shut the light\nHeavy thoughts tonight\nAnd they aren't of Snow White\nDreams of war, dreams of liars\nDreams of dragon's fire\n...\n\n\n",C21
"You will stay true\nEven when the lies come\nYour word remains truth\nEven when my thoughts don't line up\nI will stand tall\nOn each promise You made\nLet the rest fade away\n\nThere's a peace far beyond all understanding\nMay it ever set my heart at ease\nDare anxiety come, I'll remember\nThat peace is a promise You keep\nPeace is a promise You keep\n\n...\n\n\n",C22
"I know you moved onto someone new\nHope life is beautiful\nYou were the life of me to find my truth\nI just wanna say, thank you\n\nLeaving to find my soul\nTold her I had to go\nAnd I know it ain't pretty\nWhen our hearts get broke\nToo young to feel this old\nWatching us both turn cold\nOh, I know it ain't pretty\nWhen two hearts get broke\nYeah, I know it ain't pretty\nWhen two hearts get broke\n\nI hope someday\nWe'll sit down together\nAnd laugh with each other\nAbout these days, these days\nAll our troubles\nWe'll lay to rest and\n\nWe'll wish we could come back to these days\nThese days\n\nThese days, these days\nThese days, these days\n\nThree years of ups and downs\nNothing to show for it now\n...\n\n\n",C17
"Run fast from my day job\nRunnin' fast from the way it was\nJump quick to a pay check\nRunnin' back to the strip club\nI'm never going back, never going back\nNo you can't make me\nNever going back, never going back (nah)\nThey never take me (yeah)\nI've paid enough of petty dues\nI've had enough of shitty news\nI've had a thing for dirty shoes since I was 10\nLove dirty men alike\n\nOoh\nBetter day than yesterday (keep cuttin' up)\nOoh oh\nI just take it day by day\nOoh oh oh\nNever hearing what they say\nOoh ooh\nI just do it my way\n\nAll I got is these broken clocks\nI ain't got no time\nJust burning daylight\nStill love and it's still love, and it's still love\nIt's still love, still love (still lovin'), still love\nIt's still love but it's still love\n...\n\n\n",C15
"Hadn't had a good time\nSince you know when\nGot talked into goin' out\nWith hopes you were stayin' in\n\nI was feelin' like myself for the first time\nIn a long time\n'Til I bumped into some of your friends\nOver there talkin' to mine\n\nThen you rolled in with your hair in the wind\nBaby without warnin'\nI was doin' alright but just your sight\nHad my heart stormin'\n\nThe moon went hidin'\nStars quit shinin'\nRain was droppin'\nThunder 'n lightnin'\nYou wrecked my whole world when you came\nAnd hit me like a hurricane\nYou hit me like a hurricane\n...\n\n\n",C6
"Pop the trunk I open up I sold my soul for a good price\nOutta' sight, and my hoe got talent right\nWhole squad ran through that shit yikes\nWhat can I say I'm a business man I did my business man\nBut 'Imma bend it down and I'mma lick her up, then dick her down\nShe gon' turn around then I'm gon' kick her out\nShe gon' talk that shit but say\nHow you make it up, how you fake a love?\nHoly son, I was the chosen one of she gon' kiss and tell\nShe keep my wishes well (but) I don't need her, well\nHow my enemy a friend of me?\nWhy yall feed off my energy, like I ain't dead yet\nHigher entity foreign bitch that thinks she into me with the foreign very viciously\nWhy these dudes wanna take pics with me?\nShe said she gay but still into me, said she gay but still into me\nSaid that she hates that I'm in the streets\nAnd said that I hate that I'm in the streets\nI wanna blow up and make history\nAnd she said that she hates my Insta feed\n\n...\n\n\n",C18
"Alhamdulillah\nCheck in with me and do your job\nFerg is the name\nBen Baller did the chain\nTourneau for the watch\nPresi Plain Jane\n\nYamborghini chain, rest in peace to my superior\nHermès link could feed a village in Liberia\nTMZ taking pictures, causin' mad hysteria\nMomma see me on BET and started tearin' up\nI'mma start killin' niggas\nHow you get that tribe?\nI attended Harlem picnics where you risked your life\nUncle used to skim work, sellin' nicks at night\nI was only 8 years old, watching Nick at Nite\nUncle Psycho was in that bathroom buggin'!\nKnife to his guts, hope Daddy don't cut him\nSuicidal doors brought to me with no advisory\nHe was pitchin' dummy, sellin' fiends mad ivory\nGrandma had the arthritis in her hands, bad!\nShe was poppin' pills like rappers in society\nI fuck yo bitch for the irony\nI'll send Meechy at yo hoe if yo bitch keep eyein' me\n\nRide with the mob\n...\n\n\n",C18
"I know you moved onto someone new\nHope life is beautiful\nYou were the life of me to find my truth\nI just wanna say, thank you\n\nLeaving to find my soul\nTold her I had to go\nAnd I know it ain't pretty\nWhen our hearts get broke\nToo young to feel this old\nWatching us both turn cold\nOh, I know it ain't pretty\nWhen two hearts get broke\nYeah, I know it ain't pretty\nWhen two hearts get broke\n\nI hope someday\nWe'll sit down together\nAnd laugh with each other\nAbout these days, these days\nAll our troubles\nWe'll lay to rest and\n\nWe'll wish we could come back to these days\nThese days\n\nThese days, these days\nThese days, these days\n\nThree years of ups and downs\nNothing to show for it now\n...\n\n\n",C17
"Yeah, they wishin' and wishin'\nAnd wishin' and wishin'\nThey wishin' on me, yuh\n\nI been movin' calm, don't start no trouble with me\nTryna keep it peaceful is a struggle for me\nDon't pull up at 6 AM to cuddle with me\nYou know how I like it when you lovin' on me\nI don't wanna die for them to miss me\nYes, I see the things that they wishin' on me\nHope I got some brothers that outlive me\nThey gon' tell the story, shit was different with me\n\nGod's plan, God's plan\nI hold back, sometimes I won't, yuh\nI feel good, sometimes I don't, ayy, don't\nI finessed down Weston Road, ayy, 'nessed\nMight go down a G.O.D., yeah, wait\nI go hard on Southside G, yuh, wait\nI make sure that north-side eat\n\n...\n\n\n",C18
"Something must've gone wrong in my brain\nGot your chemicals all in my veins\nFeeling all the highs, feeling all the pain\nLet go on the wheel, it's the bullet lane\nNow I'm seeing red, not thinking straight\nBlurring all the lines, you intoxicate me\n\nJust like nicotine, heroin, morphine\nSuddenly, I'm a fiend and you're all I need\nAll I need, yeah, you're all I need\n\nIt's you, babe\nAnd I'm a sucker for the way that you move, babe\nAnd I could try to run, but it would be useless\nYou're to blame\nJust one hit of you, I knew I'll never be the same\nIt's you, babe\nAnd I'm a sucker for the way that you move, babe\nAnd I could try to run, but it would be useless\nYou're to blame\n...\n\n\n",C14
"Under the surface you don't know what you'll find\nHmm, until it's your time\nNo second chances but all we can do is try\nHmm, I made up my mind\n\nI can't see you\nBut I hear your call\nBaby, hold on now\n\nWe're going home\nIf we make it or we don't, we won't be alone\nWhen I see your light shine, I know I'm home\nIf you're waiting all your life, you will never go\nWhen I see your light shine, I know I'm home\nWhen I see your light shine, I know I'm home\nWhen I see your light shine\n...\n\n\n",C20
"Falling too fast to prepare for this\nTripping in the world could be dangerous\nEverybody circling is vulturous\nNegative, Nepotist\n\nEverybody waiting for the fall of man\nEverybody praying for the end of times\nEverybody hoping they could be the one\nI was born to run, I was born for this\n\nWhip, whip\nRun me like a race horse\nHold me like a rip cord\nBreak me down and build me up\nI wanna be the slip, slip\nWord upon your lip, lip\nLetter that you rip, rip\nBreak me down and build me up\n\nWhatever it takes\nCause I love the adrenaline in my veins\nI do whatever it takes\nCause I love how it feels when I break the chains\nWhatever it takes\nYa take me to the top, I'm ready for\nWhatever it takes\n...\n\n\n",C20
"You call me all friendly\nTellin' me how much you miss me\nThat's funny, I guess you've heard my songs\n\nWell, I'm too busy for your business\nGo find a girl who wants to listen\n'Cause if you think I was born yesterday, you have got me wrong\n\nSo I cut you off\nI don't need your love, 'cause I already cried enough\nI've been done\nI've been movin' on since we said goodbye\n\nI cut you off\nI don't need your love, so you can try all you want\nYour time is up, I'll tell you why\n\nYou say you're sorry, but it's too late now\nSo save it, get gone, shut up\n'Cause if you think I care about you now\nWell, boy, I don't give a fuck\n\nI remember that weekend\nWhen my best friend caught you creepin'\nYou blamed it all on the alcohol\n...\n\n\n",C14
"Oooh, I fall apart\nOooh, yeah, mmhmm\n\nShe told me that I'm not enough, yeah\nAnd she left me with a broken heart, yeah\nShe fooled me twice and it's all my fault, yeah\nShe cut too deep, now she left me scarred, yeah\nNow there's too many thoughts goin' through my brain, yeah\nAnd now I'm takin' these shots like it's Novocaine, yeah\n\nOooh, I fall apart\nDown to my core\nOooh, I fall apart\nDown to my core\nOooh, didn't know it before\nSurprised when you caught me off guard\nAll this damn jewelry I bought\nYou was my shorty, I thought\n\n...\n\n\n",C18
